epoch,train_loss,val_loss,val_roc_auc_score
1,0.8087313238418463,0.887490451335907,0.5689523738112199
2,0.6292295627521746,0.7875338196754456,0.7949830665217011
3,0.6067299404830644,0.37336498498916626,0.8262287706669666
4,0.5239277468486265,0.5737230181694031,0.8552093877704043
5,0.5004048496484756,0.47517329454421997,0.851785201014759
6,0.501677364562497,0.5280873775482178,0.8618328147065073
7,0.4835297020547318,0.45421621203422546,0.8562466414226622
8,0.4814741189281146,2.3105807304382324,0.8538409627713418
9,1.110919206882968,0.7594559192657471,0.8406191029630464
10,0.6461094821041281,0.7491010427474976,0.8470800684837352
11,0.48650111280607455,0.4737934172153473,0.8624264237243655
12,0.48476652710726764,0.43234312534332275,0.8680063484922331
13,0.4701854604663271,0.517985999584198,0.8630137842262462
14,0.4794361717773206,0.4310314953327179,0.8599082717854509
15,0.4731135806350997,1.296038269996643,0.8576463090016122
16,0.5329279895081664,0.5313635468482971,0.8551156600307428
17,0.4856435191450697,0.8008972406387329,0.8541346430222823
18,0.5228742144324563,0.6552024483680725,0.8508416751021632
19,0.48905547685695416,0.42886656522750854,0.8580087229283045
20,0.4718773784962567,0.5950896143913269,0.8621952286331996
21,0.4767319799372644,0.39533892273902893,0.853828465739387
22,0.5065735434040879,0.4965192675590515,0.8612704482685363
