epoch,train_loss,val_loss,val_roc_auc_score
1,1.3371858323321624,0.48545515537261963,0.820382490832289
2,1.2499002024239185,0.45438703894615173,0.8215545652880286
3,1.2323513944943747,0.4778645932674408,0.8263995265283387
4,1.2157354460043066,0.4760642349720001,0.8306120317504525
5,1.207977945430606,0.44942939281463623,0.8188622754491018
6,1.2011918540094413,0.43969476222991943,0.8179455043401569
7,1.1971738728822445,0.45427316427230835,0.8328633430812793
8,1.2170072132465886,0.4523226320743561,0.828076405328877
9,1.2273413725927764,0.4368668794631958,0.8202548391588914
10,1.16766044439054,0.43329742550849915,0.8351204567608969
11,1.1503860835935555,0.4355197548866272,0.8306062294016617
