epoch,train_loss,val_loss,val_roc_auc_score
1,0.5693371153929654,0.5141270756721497,0.7902624982592954
2,0.5561581630040617,0.6076183915138245,0.8125609246623033
3,0.5445643756903854,0.4439408779144287,0.7797718516455461
4,0.5426927688659406,0.4295670986175537,0.776505129276331
5,0.5386143711852093,0.5797790288925171,0.7885711135867799
6,0.5321512896348448,0.483194500207901,0.8054008262544677
7,0.533387252600754,0.6254235506057739,0.7890904238035557
8,0.5247949618919223,0.6354662179946899,0.805203546395581
9,0.536970322915152,0.48347577452659607,0.7925138095901221
10,0.5384199075839099,0.6266632676124573,0.7896880657290072
11,0.5453061902347733,0.6247294545173645,0.7843441024926892
12,0.54316530645478,0.5997712016105652,0.7758320568165994
