epoch,train_loss,val_loss,val_roc_auc_score
1,0.5715152981971937,0.4399102032184601,0.7877347315073291
2,0.5611446263889471,0.4805546700954437,0.7873381472821105
3,0.5499900996625896,0.6325221657752991,0.7941418844446276
4,0.5444214702066448,0.5578635931015015,0.7929624326579384
5,0.5377258653087276,0.4042678475379944,0.80808413766108
6,0.5410149225758182,0.4390634000301361,0.8200125670845394
7,0.5364759599287359,0.560657262802124,0.7938277073311427
8,0.5390840733926447,0.5988805890083313,0.7891665550737029
9,0.5414317738383062,0.6938222050666809,0.8228710637728036
10,0.5372231548859013,0.6135884523391724,0.8261621977976699
11,0.5416463086056331,0.6047191619873047,0.8255132417927669
12,0.5445532052822056,0.5116521120071411,0.826610286467722
13,0.5354562933955874,0.3884649872779846,0.8201979830859403
14,0.5329957125442368,0.40428614616394043,0.7981798329195811
15,0.5321781221954596,0.5811349153518677,0.8065647565384892
16,0.540730193523424,0.6197962760925293,0.8037217111836752
17,0.5363922112931808,0.5340920090675354,0.8069355885412912
18,0.571974864643481,0.5939533114433289,0.7357976493371376
19,0.6266711810751567,0.4912192225456238,0.7365393133427414
20,0.5781609399155492,0.528884768486023,0.7999773380442732
21,0.5424824820033142,0.5623793005943298,0.7980922753633638
22,0.539542368687098,0.6912720799446106,0.8120087763573998
