epoch,train_loss,val_loss,val_roc_auc_score
1,0.939791047014296,0.7075309753417969,0.6632142691361463
2,0.6079422226175666,0.49407637119293213,0.7794991412523791
3,0.551325052510947,0.6299579739570618,0.7931056491667827
4,0.5309152072295547,0.5327003002166748,0.8163324513763172
5,0.5035830740816891,0.4315868616104126,0.8129438796824955
6,0.4901039954274893,0.5044927000999451,0.8261152114375898
7,0.48374452348798513,0.5467318892478943,0.8388745764285382
8,0.46845144405961037,0.3781140446662903,0.8359211808940259
9,0.4682889822870493,0.5264612436294556,0.839878382769345
10,0.46535038435831666,0.50582355260849,0.8476883442417491
11,0.45163495698943734,0.39653468132019043,0.8380738522954092
12,0.45653651747852564,0.5510258078575134,0.8457561620944158
13,0.4694912023842335,0.4873941242694855,0.837801141902242
14,0.4463795400224626,0.5644423365592957,0.842454625632456
15,0.44349000649526715,0.5374936461448669,0.844201132618484
16,0.44882042706012726,0.37668368220329285,0.8400408485354871
17,0.4425210924819112,0.4059542119503021,0.8383117485958316
18,0.5766354207880795,1.1005781888961792,0.7907266861625586
19,0.927508357912302,1.5047273635864258,0.754740518962076
20,0.786537523381412,0.6190979480743408,0.7752460195887295
