epoch,train_loss,val_loss,val_roc_auc_score
1,0.5748893924248524,0.45560169219970703,0.8433004964233198
2,0.5504747694413338,0.5236814618110657,0.8431622939400975
3,0.5462727507308155,0.5445286631584167,0.8443342509978218
4,0.5450750860942186,0.5993850827217102,0.8458102535186353
5,0.547722020210364,0.7935264110565186,0.8500724181012085
6,0.5452537026689838,0.5919349789619446,0.8297455968688846
7,0.5433466415080799,0.5312632918357849,0.8391378376286666
8,0.5476286432740721,0.49437403678894043,0.8415149203400888
9,0.5402169410411187,0.5299102067947388,0.8416420666246531
10,0.5511832701031273,0.43841552734375,0.8559211471911727
11,0.5302721975588,0.5547193884849548,0.8442513295078885
12,0.5279290301677508,0.6038452982902527,0.8656561301093458
13,0.5368604737626025,0.7477484345436096,0.8456775791347417
14,0.5416500584848769,0.6693661212921143,0.8391433657279953
15,0.5347703522185132,0.5282987356185913,0.8492818998971776
16,0.5328657861056882,0.5145177245140076,0.83802668966356
17,0.533524314297962,0.6837341785430908,0.8254447355910092
18,0.5292067482509086,0.4567866027355194,0.8307959357413733
19,0.5259471842229249,0.5322985649108887,0.8483310668126084
20,0.5249968356282048,0.6570150256156921,0.8381759483454398
21,0.5274439014979369,0.4506443440914154,0.8415646732340486
22,0.5358554405514775,0.4534520208835602,0.8346987738675689
